model,feature_name,mean_abs_shap
LightGBM,city_Kochi,0.0027140905451434913
LightGBM,reserved_room_type_D,0.0025550852451942303
LightGBM,arrival_quarter_label_2024Q2,0.0021321075224962154
LightGBM,demand_pressure_score_scaled,0.0021115949174388498
LightGBM,special_request_group_2,0.0018645951671862819
LightGBM,is_peak_season_scaled,0.0017794974074365256
LightGBM,reserved_room_type_B,0.001765623188730856
LightGBM,lead_time_group_181,0.0016246655935499125
LightGBM,city_Bangalore,0.001444091367427883
LightGBM,assigned_room_type_E,0.0011762764110474753
LightGBM,city_Lucknow,0.0011734181211344604
LightGBM,arrival_date_month_June,0.001100384185011292
LightGBM,arrival_date_month_April,0.001040117348339223
LightGBM,city_Pune,0.0009395540167862701
LightGBM,city_Mumbai,0.0009215346524482514
LightGBM,market_segment_Aviation,0.000900938158809263
LightGBM,reserved_room_type_G,0.0008116728637709225
LightGBM,arrival_date_month_May,0.0008018814673185092
LightGBM,is_weekend_scaled,0.000733455678261327
LightGBM,reserved_room_type_F,0.0007248569254286624
LightGBM,city_Delhi,0.0006936957143054531
LightGBM,meal_FB,0.00068386093472399
LightGBM,city_Chennai,0.0006383180765592775
LightGBM,city_Jaipur,0.0005676430002271317
LightGBM,city_Kolkata,0.0005581444413862314
LightGBM,arrival_date_month_July,0.0005490066976044321
LightGBM,market_segment_Corporate,0.0004456460476371349
LightGBM,city_Ahmedabad,0.0004450132420262384
LightGBM,city_Goa,0.0004389616295641044
LightGBM,assigned_room_type_G,0.0003737530810605099
LightGBM,arrival_date_month_August,0.0003203044462414672
LightGBM,city_Indore,0.00029043735834326326
LightGBM,special_request_group_3,0.000267899177106655
LightGBM,arrival_month_2024_04,0.0002477022510228174
LightGBM,arrival_month_2024_03,0.00016604246986848484
LightGBM,assigned_room_type_F,0.00014935502957569936
LightGBM,season_type_旺季,0.00014695127720706016
LightGBM,is_holiday_proxy_scaled,0.00012511223546691133
LightGBM,arrival_month_2024_05,0.00011886677453941025
LightGBM,distribution_channel_GDS,9.994414526452749e-05
LightGBM,customer_type_Group,9.740619209102196e-05
LightGBM,holiday_proxy_工作日,8.583468617825592e-05
LightGBM,special_request_group_4,7.822987420250451e-05
LightGBM,arrival_quarter_scaled,6.664292261444295e-05
LightGBM,arrival_date_month_January,6.571198732240643e-05
LightGBM,arrival_month_2024_07,6.438613428498529e-05
LightGBM,city_Chandigarh,4.5357780606774715e-05
LightGBM,is_high_value_customer_group_scaled,0.0
LightGBM,babies_scaled,0.0
LightGBM,reserved_room_type_H,0.0
LightGBM,reserved_room_type_C,0.0
LightGBM,distribution_channel_Undefined,0.0
LightGBM,market_segment_Undefined,0.0
LightGBM,market_segment_Complementary,0.0
LightGBM,arrival_date_month_February,0.0
LightGBM,reserved_room_type_P,0.0
LightGBM,reserved_room_type_L,0.0
LightGBM,assigned_room_type_I,0.0
LightGBM,assigned_room_type_K,0.0
LightGBM,assigned_room_type_L,0.0
LightGBM,assigned_room_type_P,0.0
LightGBM,deposit_type_Refundable,0.0
LightGBM,assigned_room_type_H,0.0
LightGBM,hotel_type_City_Hotel,0.0
LightGBM,arrival_month_2024_08,0.0
LightGBM,arrival_quarter_label_2024Q1,0.0
LightGBM,arrival_quarter_label_2024Q3,0.0
LightGBM,arrival_month_2024_02,0.0
LightGBM,arrival_month_2024_01,0.0
LightGBM,hotel_type_Resort_Hotel,0.0
LightGBM,arrival_month_2024_06,0.0
LightGBM,holiday_proxy_周末_节假日代理,0.0
LightGBM,season_type_淡季,0.0
LightGBM,special_request_group_0,0.0
LightGBM,special_request_group_5,0.0
LightGBM,rfm_segment_沉睡,0.0
LightGBM,rfm_segment_流失,0.0
LightGBM,rfm_segment_潜力,0.0
LightGBM,rfm_segment_高价值,0.0
